record_id,redcap_event_name,consent,subject_id_quest,information_complete,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
164_final,t1_questionnaires_arm_1,1,R20E11,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165_final,t1_questionnaires_arm_1,1,R20L11,2,-1,-1,2,-2,2,0,1,-1,-2,-1,-1,-2,-1,1,-2,-1,2,3,2,3,1,2,3,3,2,2,2,1,3,3,2,2,1,2,1,2,3,1,2,1,2,1,4,2,2,3,3,2,4,2,4,3,2,3,4,2,3,3,4,3,2,2,3,3,2,3,3,3,3,3,2,3,2,5,3,5,2,3,4,5,5,6,5,2,3,4,2,3,4,2,5,3,5,3,5,6,3,4,5,6,2,3,2,2,2,1,3,3,3,1,3,1,3,4,1,4,2,3,2,3,1,2,2,3,3,2,1,1,3,4,2,1,2,3,5,2,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R20L11,CS,11.01.2023,2,21,2,3,0,2,1,0,0,,2,3,2,3,16,3,1,2,2,12,4,7,15,12,7,4,2,16,6,13,11,18,10,7,2,19,7,15,10,19,10,8,2,1,1,,2,R20L11_t1_ED.csv,R20L11_t1_nback.csv,R20L11_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
165_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R20L11,CS,18.01.2023,2,R20L11.eeg,R20L11.vhdr,R20L11.vmrk,R20L11_t2_ER.csv,R20L11_t2_ED.csv,,2,0,,1,,Was easiest.,0,,0,,,,2
166_final,t1_questionnaires_arm_1,1,R05E05,2,2,3,1,-3,3,-1,-2,-1,-1,-2,0,-1,1,0,-1,-1,2,4,2,1,2,2,4,3,4,3,2,1,3,3,2,3,1,2,2,2,3,1,2,1,2,1,2,2,2,4,3,2,4,3,5,2,4,3,2,4,2,2,5,2,3,2,3,2,3,4,3,3,3,2,3,4,2,4,6,5,3,4,7,4,5,6,5,2,3,4,3,0,3,2,6,5,3,4,5,6,7,3,6,3,2,3,2,3,4,2,3,2,2,3,3,1,2,3,3,1,1,2,2,3,1,2,2,2,3,2,2,3,4,4,4,2,2,5,4,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05E05,CS,05.01.2023,2,23,2,3,0,2,1,0,0,,2,8,3,1,19,5,2,2,2,9,6,10,12,10,8,6,2,15,7,14,12,13,15,12,2,12,6,7,16,9,5,5,2,1,2,,2,R05E05_t1_ED.csv,R05E05_t1_nback.csv,R05E05_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
166_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R05E05,JK,12.01.2023,2,R05E05.eeg,R05E05.vhdr,R05E05.vmrk,R05E05_t2_ER.csv,R05E05_t2_ED.csv,Stopped physio data saving after unplugging the electrodes.,2,0,,1,,Made me regulate my emotions best.,0,,0,,,,2
167_final,t1_questionnaires_arm_1,1,B15D10,2,2,2,1,-2,2,2,-1,-2,-2,-1,-2,-1,1,0,-1,-1,2,2,3,1,1,2,3,3,3,2,3,1,3,3,2,3,1,1,2,2,3,1,3,1,1,1,2,3,1,4,2,2,3,2,3,2,4,2,5,2,4,4,3,4,2,2,3,3,3,3,2,3,3,3,2,3,2,3,4,3,2,5,4,5,5,3,5,2,2,1,2,0,4,2,3,5,5,6,6,6,7,6,5,6,2,1,2,1,3,3,1,1,2,3,3,2,1,3,3,1,1,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B15D10,MH,10.01.2023,2,27,2,3,0,2,1,0,0,,2,15,4,1,12,6,1,1,2,17,5,15,3,17,10,11,2,18,4,16,4,11,5,15,2,17,4,15,4,16,13,13,2,1,5,Compared money against effort. E.g. for 1 euro the green level is not worth it because it is too exhausting.,2,B15D10_t1_ED.csv,B15D10_t1_nback.csv,B15D10_t1_randomchoice.csv,Brief distraction by someone else busting into the lab at 11:16 am,2,,,,,,,,,,,,,,,,,,,,,,,
167_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B15D10,MH,17.01.2023,2,B15D10.eeg,B15D10.vhdr,B15D10.vmrk,B15D10_t2_ER.csv,B15D10_t2_ED.csv,,2,1,It is hard not to use distraction during suppression.,1,,Worked best.,0,,0,,,,2
168_final,t1_questionnaires_arm_1,1,M16T03,2,2,0,1,-1,1,-2,-2,-1,0,-1,-2,-2,1,1,-2,-1,2,4,1,3,1,1,2,4,2,3,2,3,2,3,1,3,1,1,1,2,3,1,2,1,2,1,2,1,3,3,3,2,4,3,4,2,2,3,2,3,2,2,4,2,2,2,4,3,3,3,2,2,2,3,2,3,2,5,2,6,1,4,3,5,2,6,5,2,4,4,4,3,4,2,5,4,4,5,5,6,4,4,5,3,2,2,2,1,2,2,3,2,1,2,3,2,1,3,2,2,1,3,2,3,2,2,2,3,3,2,2,2,3,3,2,2,2,2,5,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M16T03,JK,06.01.2023,2,23,2,3,0,2,1,0,0,,2,4,2,2,19,2,1,1,2,11,2,2,16,11,2,1,2,17,2,5,11,14,3,2,2,19,2,7,7,19,5,3,2,1,2,,2,M16T03_t1_ED.csv,M16T03_t1_nback.csv,M16T03_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
168_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M16T03,JK,13.01.2023,2,M16T03.eeg,M16T03.vhdr,M16T03.vmrk,M16T03_t2_ER.csv,M16T03_t2_ED.csv,,2,0,,1,,Suppression was easiest.,0,,0,,,,2
169_final,t1_questionnaires_arm_1,1,M01R07,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170_final,t1_questionnaires_arm_1,1,B31N11,2,2,1,0,-2,3,-1,-2,0,-1,0,1,-3,1,0,-3,-1,2,3,1,1,2,2,4,3,3,2,4,3,4,2,1,2,1,1,2,4,2,2,3,2,1,2,4,2,2,2,4,2,3,4,3,2,4,3,5,1,1,3,3,4,1,2,3,2,3,3,4,2,2,2,3,3,2,3,3,3,1,3,1,5,4,3,4,2,3,1,2,1,4,2,5,4,5,6,7,4,7,3,5,5,2,2,3,1,2,3,3,3,3,2,2,3,2,2,2,2,3,1,1,2,3,2,3,3,4,3,3,3,2,4,3,3,2,2,6,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B31N11,MH,10.01.2023,2,19,2,3,1,2,1,0,0,,2,6,2,6,19,7,3,1,2,16,4,11,17,17,7,1,2,19,4,15,8,16,11,1,2,17,1,12,18,14,3,1,2,1,5,The magnitude of the reward.,2,B31N11_t1_ED.csv,B31N11_t1_nback.csv,B31N11_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
170_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B31N11,MH,17.01.2023,2,B31N11.eeg,B31N11.vhdr,B31N11.vmrk,B31N11_t2_ER.csv,B31N11_t2_ED.csv,,2,0,,1,,It was most comfortable because I am distracted during the day as well.,0,,0,,,,2
171_final,t1_questionnaires_arm_1,1,M23B10,2,0,2,2,0,3,0,0,-1,-3,0,0,-1,-3,0,-1,0,2,2,3,2,2,3,2,1,1,2,1,2,2,1,3,2,2,2,2,4,2,1,2,1,3,3,2,2,1,2,2,2,3,3,4,2,5,3,4,3,2,3,4,4,3,2,3,2,2,2,3,2,3,2,2,3,2,4,2,7,1,2,1,4,4,2,2,2,3,1,4,1,4,2,5,6,5,2,6,4,6,1,7,7,2,2,2,2,3,2,3,1,3,1,1,3,1,2,3,1,2,2,2,1,2,2,2,3,3,2,2,2,3,2,1,1,2,5,3,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M23B10,CS,11.01.2023,2,23,2,3,0,2,1,0,0,,2,14,4,10,13,12,7,13,2,16,5,13,17,13,4,4,2,17,5,19,6,11,12,12,2,15,6,20,8,14,16,20,2,1,5,Avoid too much boredom (level 1) and too much stress for a level that I cannot do anyway (level 4).,2,M23B10_t1_ED.csv,M23B10_t1_nback.csv,M23B10_t1_randomchoice.csv,The participant misunderstood the instruction,,,,,,,,,,,,,,,,,,,,,,,,
171_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M23B10,CS,18.01.2023,2,M23B10.eeg,M23B10.vhdr,M23B10.vmrk,M23B10_t2_ER.csv,M23B10_t2_ED.csv,,2,0,,1,,It worked well and it was not as much effort.,0,,0,,,,2
172_final,t1_questionnaires_arm_1,1,D24T05,2,2,1,2,-2,1,-2,0,-1,-3,-2,-2,-2,1,1,-3,-1,2,3,2,3,2,3,3,3,4,1,3,4,3,3,2,3,2,2,2,1,3,1,1,3,2,2,1,1,3,1,4,2,4,4,3,2,3,3,4,2,3,4,4,3,2,2,3,3,2,3,3,3,1,2,2,3,2,2,3,2,1,2,3,2,4,6,5,2,3,2,1,1,3,2,5,5,6,3,4,6,6,3,4,5,2,1,2,1,4,4,2,2,2,4,2,3,3,3,2,4,2,3,2,1,3,2,3,4,4,4,3,2,2,2,2,3,2,5,2,5,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24T05,JK,19.01.2023,2,25,2,3,0,2,1,0,0,,2,2,1,4,13,2,2,12,2,13,2,5,12,15,2,5,2,18,2,8,9,18,4,3,2,19,2,10,4,18,4,3,2,1,1,,2,D24T05_t1_ED.csv,D24T05_t1_nback.csv,D24T05_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
172_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D24T05,JK,26.01.2023,2,D24T05.eeg,D24T05.vhdr,D24T05.vmrk,D24T05_t2_ER.csv,D24T05_t2_ED.csv,,2,1,Laughing is hard to suppress.,1,,Least effortful,,,,,,,
173_final,t1_questionnaires_arm_1,1,O27K03,2,3,3,0,1,2,-1,-1,-2,-1,-3,-2,-2,2,1,-3,-2,2,2,3,4,2,2,3,2,2,3,2,2,2,1,3,3,2,3,3,3,3,2,3,4,1,2,2,3,2,1,2,2,3,4,3,4,4,3,4,4,4,3,2,3,4,2,3,3,2,3,4,3,3,2,1,2,2,1,1,2,1,1,1,3,3,1,3,2,2,2,4,2,4,2,7,6,6,3,6,6,7,5,6,6,2,2,2,2,3,2,2,1,1,3,4,1,1,3,3,2,1,3,2,3,3,2,3,4,4,3,3,2,2,2,3,4,2,5,3,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O27K03,JK,20.01.2023,2,24,2,3,0,2,1,0,0,,2,2,1,5,12,3,1,3,2,6,3,5,12,8,6,8,2,11,1,9,9,9,10,10,2,9,1,7,10,9,4,6,2,1,4,,2,O27K03_t1_ED.csv,O27K03_t1_nback.csv,O27K03_t1_randomchoice.csv,Participant forgot to fill out 1-back NASA TLX,,,,,,,,,,,,,,,,,,,,,,,,
173_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O27K03,JK,27.01.2023,2,O27K03.eeg,O27K03.vhdr,O27K03.vmrk,O27K03_t2_ER.csv,O27K03_t2_ED.csv,Stopped physio data saving after unplugging the electrodes.,2,1,Distraction was hard.,1,,Most comfortable and least effortful.,0,,0,,,,2
174_final,t1_questionnaires_arm_1,1,E01S09,2,2,0,-1,1,0,1,2,2,0,1,1,1,0,-2,-3,0,2,2,3,1,1,2,2,3,4,1,2,4,2,3,3,1,2,1,2,3,1,1,1,1,1,2,3,3,3,1,2,2,3,4,2,4,5,3,5,3,4,4,3,4,3,2,2,2,2,3,4,2,2,2,3,2,2,5,1,6,1,3,2,5,2,2,7,2,3,3,1,1,4,2,5,4,5,2,3,4,3,4,3,6,2,3,3,3,2,1,4,3,3,3,2,2,3,2,1,3,1,2,2,2,1,2,3,3,4,2,2,3,3,4,3,1,2,1,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175_final,t1_questionnaires_arm_1,1,H12S10,2,3,2,2,-3,3,1,-2,-2,-3,-2,-1,-2,1,1,-3,-3,2,3,2,3,3,1,3,2,3,3,3,2,3,3,2,3,2,1,1,3,3,2,3,2,3,2,2,3,2,3,3,2,4,2,4,2,3,5,2,4,4,2,4,3,4,2,4,3,4,4,2,3,2,3,2,3,2,6,5,6,2,6,5,6,5,6,6,2,4,3,4,4,3,2,7,5,6,5,7,6,5,5,5,5,2,2,1,2,3,3,2,2,2,3,3,2,4,4,1,4,2,3,3,3,2,2,2,2,2,3,2,2,1,2,2,1,2,3,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H12S10,JK,13.01.2023,2,20,1,3,0,2,1,0,0,,2,3,1,2,18,4,2,1,2,7,6,5,19,11,4,2,2,17,15,13,11,16,8,4,2,17,17,16,6,17,12,8,2,1,2,,2,H12S10_t1_ED.csv,H12S10_t1_nback.csv,H12S10_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
175_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H12S10,JK,20.01.2023,2,H12S10.eeg,H12S10.vhdr,H12S10.vmrk,H12S10_t2_ER.csv,H12S10_t2_ED.csv,,2,0,,1,,Most effective strategy.,1,The first block had neutral pictures.,0,,,,2
176_final,t1_questionnaires_arm_1,1,B13R07,2,2,0,1,-2,2,-2,-2,-2,-1,-1,-2,-2,1,0,-3,-3,2,3,2,3,2,1,4,3,3,2,3,1,3,3,1,3,3,2,1,2,3,1,4,1,1,2,2,2,1,4,3,2,4,2,4,2,3,3,4,3,4,4,4,3,2,2,4,3,4,2,3,3,2,3,2,3,2,5,5,4,5,3,5,5,4,4,4,2,1,1,1,1,1,2,4,3,6,5,6,5,6,5,7,3,2,2,2,1,4,3,2,2,2,3,3,1,1,4,4,1,1,3,3,3,2,2,3,2,2,2,3,3,2,2,2,1,2,2,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177_final,t1_questionnaires_arm_1,1,N25N07,2,2,2,2,1,3,-1,-1,-1,-3,1,-2,-1,0,1,-3,-2,2,3,1,2,2,1,4,4,2,2,3,2,3,3,1,3,1,2,1,2,3,1,2,2,2,1,3,1,1,4,3,2,2,3,4,1,3,4,4,3,3,3,5,4,2,2,3,3,2,2,3,3,4,3,3,3,2,5,3,5,3,5,3,5,5,6,5,2,3,4,2,2,3,2,5,5,5,4,6,6,3,2,5,2,2,4,2,3,2,2,4,3,3,2,2,3,3,4,1,3,2,2,2,2,1,2,3,2,3,3,3,2,1,2,2,2,2,2,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N25N07,JZ,24.01.2023,2,24,2,3,0,2,1,0,0,,2,6,2,4,15,11,13,10,2,10,2,7,13,13,11,11,2,17,2,10,8,16,16,14,2,18,2,11,11,17,16,12,2,1,2,,2,N25N07_t1_ED.csv,N25N07_t1_nback.csv,N25N07_t1_randomchoice.csv,Transparent Windows message in the lower right corner of the screen,2,,,,,,,,,,,,,,,,,,,,,,,
177_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N25N07,CS,31.01.2023,2,N25N07.eeg,N25N07.vhdr,N25N07.vmrk,N25N07_t2_ER.csv,N25N07_t2_ED.csv,,2,0,,1,,Worked best to regulate my emotions.,0,,0,,,,2
178_final,t1_questionnaires_arm_1,1,C16H07,2,0,0,-1,2,2,-1,-1,1,3,0,0,-1,-1,0,-3,-2,2,2,2,2,1,1,1,2,2,4,3,2,3,2,2,2,2,3,3,3,2,2,2,2,2,3,3,2,3,1,2,2,3,4,3,3,4,4,5,3,4,5,2,4,4,2,2,2,2,3,3,2,4,2,4,2,2,5,5,5,4,4,4,5,4,4,4,2,1,1,1,1,1,2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
